,loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
0,0.0016894451109692454,0.753510594367981,0.27248698472976685,0.9102755784988403,9.999999747378752e-05
1,0.0005416778149083257,0.9091055393218994,0.21030443906784058,0.9317728877067566,9.999999747378752e-05
2,0.0003285986022092402,0.9423792958259583,0.16358806192874908,0.9490371942520142,9.999999747378752e-05
3,0.00023026525741443038,0.9575943350791931,0.1734493523836136,0.9469621777534485,9.999999747378752e-05
4,0.00019077741308137774,0.965920090675354,0.1360946148633957,0.9600763320922852,9.999999747378752e-05
5,0.00013538300117943436,0.9754770994186401,0.16296592354774475,0.955262303352356,9.999999747378752e-05
6,0.0001227472530445084,0.978335440158844,0.16361063718795776,0.9573373198509216,9.999999747378752e-05
7,0.00011200235167052597,0.980812668800354,0.14898556470870972,0.9614043831825256,9.999999747378752e-05
8,9.602725185686722e-05,0.9837589263916016,0.16170091927051544,0.9602423906326294,9.999999747378752e-05
9,8.002468530321494e-05,0.9857084155082703,0.15254898369312286,0.9643094539642334,9.999999747378752e-05
10,7.016860763542354e-05,0.987525999546051,0.14066486060619354,0.9653054475784302,9.999999747378752e-05
11,6.455666880356148e-05,0.9888159036636353,0.14554673433303833,0.9648904204368591,9.999999747378752e-05
12,5.514441363629885e-05,0.9896954298019409,0.17852410674095154,0.9599103331565857,9.999999747378752e-05
13,6.910267984494567e-05,0.9889332056045532,0.15537728369235992,0.9636453986167908,9.999999747378752e-05
14,5.568063352257013e-05,0.9902817010879517,0.15117445588111877,0.9658864736557007,9.999999747378752e-05
15,2.59062071563676e-05,0.9954267144203186,0.12107599526643753,0.9731075763702393,3.162277425872162e-05
16,1.7615857359487563e-05,0.9969218373298645,0.12212831526994705,0.9731075763702393,3.162277425872162e-05
17,1.5145891666179523e-05,0.99752277135849,0.1271193027496338,0.9717795252799988,3.162277425872162e-05
18,1.4837749404250644e-05,0.9977719783782959,0.1290978491306305,0.9731905460357666,3.162277425872162e-05
19,1.1402014024497475e-05,0.9979332089424133,0.12976804375648499,0.9746845960617065,3.162277425872162e-05
20,1.0554731488809921e-05,0.9982264041900635,0.12313193082809448,0.9743525981903076,3.162277425872162e-05
21,8.365895155293401e-06,0.9986221194267273,0.1329628974199295,0.9750165939331055,3.162277425872162e-05
22,9.782568668015301e-06,0.9980358481407166,0.12957119941711426,0.9742695689201355,3.162277425872162e-05
23,6.749541171302553e-06,0.99875408411026,0.13226142525672913,0.9746845960617065,3.162277425872162e-05
24,7.199136234703474e-06,0.998636782169342,0.12590040266513824,0.9746845960617065,3.162277425872162e-05
25,6.362521617120365e-06,0.9989885687828064,0.1307329684495926,0.9755145907402039,3.162277425872162e-05
26,5.645293185807532e-06,0.9990325570106506,0.12503613531589508,0.9750165939331055,9.99999883788405e-06
27,3.5153786939190468e-06,0.9992671012878418,0.12288761138916016,0.9755145907402039,9.99999883788405e-06
28,3.2811892651807284e-06,0.999501645565033,0.1218712255358696,0.976344645023346,9.99999883788405e-06
29,2.657228378666332e-06,0.9994869828224182,0.11685103923082352,0.9774236679077148,9.99999883788405e-06
30,3.1096171824174235e-06,0.9994576573371887,0.11812331527471542,0.9774236679077148,9.99999883788405e-06
31,2.807419605233008e-06,0.9994283318519592,0.11764297634363174,0.9772576093673706,9.99999883788405e-06
32,3.186892854500911e-06,0.9995895624160767,0.1223904937505722,0.9765936136245728,9.99999883788405e-06
33,3.2214941256825114e-06,0.9994136691093445,0.12025494873523712,0.9769256114959717,9.99999883788405e-06
34,2.310223862878047e-06,0.9996482133865356,0.11795055866241455,0.9783366322517395,9.99999883788405e-06
35,2.5009042019519256e-06,0.9996335506439209,0.12068654596805573,0.9775896668434143,9.99999883788405e-06
36,1.4637502090408816e-06,0.9997947812080383,0.1214664950966835,0.9788346886634827,9.99999883788405e-06
37,2.5300323613919318e-06,0.9995895624160767,0.1220177561044693,0.9774236679077148,9.99999883788405e-06
38,3.599828687583795e-06,0.9994136691093445,0.12450112402439117,0.9770086407661438,9.99999883788405e-06
39,2.2152205474412767e-06,0.9994576573371887,0.1251232624053955,0.9764276146888733,9.99999883788405e-06
40,1.7118138657679083e-06,0.9996482133865356,0.1225985735654831,0.9777556657791138,3.162277380397427e-06
41,1.6467116665808135e-06,0.9996628761291504,0.12206164747476578,0.9780046343803406,3.162277380397427e-06
42,1.5495270417886786e-06,0.9996922016143799,0.12238523364067078,0.9775066375732422,3.162277380397427e-06
43,2.0396100808284245e-06,0.9997361302375793,0.12283188104629517,0.9774236679077148,3.162277380397427e-06
44,1.4670223436041852e-06,0.9997361302375793,0.12190970033407211,0.9775896668434143,3.162277380397427e-06
45,1.3788037449558033e-06,0.9997215270996094,0.12136716395616531,0.9775066375732422,3.162277380397427e-06
46,1.3273764807308908e-06,0.9997215270996094,0.12036898732185364,0.9783366322517395,3.162277380397427e-06
47,1.6709612964405096e-06,0.9997361302375793,0.12139527499675751,0.97817063331604,3.162277380397427e-06
48,9.153823725682741e-07,0.9998387694358826,0.12193331122398376,0.9775896668434143,3.162277380397427e-06
49,1.2859459275205154e-06,0.9998534321784973,0.12262064963579178,0.9775066375732422,
