,loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
0,0.001550039043650031,0.7691292762756348,0.2793285548686981,0.9072045087814331,1e-04
1,0.0005205411580391228,0.9121592044830322,0.1862453818321228,0.9392430186271667,1e-04
2,0.00033574365079402924,0.9402814507484436,0.16494424641132355,0.9466301202774048,1e-04
3,0.00023340446932706982,0.9563984274864197,0.157810777425766,0.9484561681747437,1e-04
4,0.00018584623467177153,0.9652814269065857,0.1578519642353058,0.9535192847251892,1e-04
5,0.00014886252756696194,0.9712620973587036,0.1875440776348114,0.9488711953163147,1e-04
6,0.0001286559709114954,0.9765611290931702,0.15768451988697052,0.9589143395423889,1e-04
7,0.00011973566870437935,0.9795734286308289,0.1354341208934784,0.9624834060668945,1e-04
8,8.914273348636925e-05,0.9831793904304504,0.1429143100976944,0.961155354976654,1e-04
9,9.858759585767984e-05,0.983289361000061,0.1387038677930832,0.9642264246940613,1e-04
10,7.264823216246441e-05,0.9867194294929504,0.17576822638511658,0.9588313698768616,1e-04
11,5.369483551476151e-05,0.9895118474960327,0.1852797418832779,0.958167314529419,1e-04
12,8.391519077122211e-05,0.9867854118347168,0.16163323819637299,0.9633134007453918,1e-04
13,4.519785215961747e-05,0.9919085502624512,0.12498875707387924,0.9692894816398621,3.1622774e-05
14,2.837995270965621e-05,0.9946569800376892,0.12098359316587448,0.9709495306015015,3.1622774e-05
15,2.2098658519098535e-05,0.9962400794029236,0.1252712458372116,0.9697045087814331,3.1622774e-05
16,2.1135170754860155e-05,0.9959982633590698,0.12657535076141357,0.9696215391159058,3.1622774e-05
17,1.8497181372367777e-05,0.9965259432792664,0.12286661565303802,0.9714475274085999,3.1622774e-05
18,1.5337949662352912e-05,0.997075617313385,0.12164308875799179,0.9730245471000671,3.1622774e-05
19,1.5274767065420747e-05,0.9975813627243042,0.12084580957889557,0.9725265502929688,3.1622774e-05
20,1.2603544746525586e-05,0.9974713921546936,0.12296918034553528,0.9724435806274414,3.1622774e-05
21,1.2760402569256257e-05,0.9976033568382263,0.12793007493019104,0.9706175327301025,3.1622774e-05
22,1.2109494491596706e-05,0.9978452324867249,0.1261948198080063,0.9718625545501709,3.1622774e-05
23,1.3266045243653934e-05,0.9974494576454163,0.1248091608285904,0.9722775816917419,3.1622774e-05
24,1.296590289712185e-05,0.9973614811897278,0.1280449628829956,0.9723605513572693,3.1622774e-05
25,9.16165481612552e-06,0.9981310367584229,0.12102732807397842,0.9731905460357666,9.999999e-06
26,7.969196303747594e-06,0.9985268115997314,0.12076322734355927,0.9741865992546082,9.999999e-06
27,8.524324584868737e-06,0.9983949065208435,0.12274374812841415,0.9739375710487366,9.999999e-06
28,6.860352641524514e-06,0.9986587762832642,0.12077190726995468,0.9741865992546082,9.999999e-06
29,6.295164439507062e-06,0.9989005923271179,0.12031194567680359,0.974850594997406,9.999999e-06
30,6.122580543888034e-06,0.9988126754760742,0.12037108838558197,0.974850594997406,9.999999e-06
31,6.016676252329489e-06,0.9986587762832642,0.12093093246221542,0.9745185971260071,9.999999e-06
32,5.086210876470432e-06,0.9990105628967285,0.12218495458364487,0.974435567855835,9.999999e-06
33,5.10525751451496e-06,0.9990545511245728,0.12194211035966873,0.974850594997406,9.999999e-06
34,5.620193860522704e-06,0.9990105628967285,0.12158338725566864,0.9749336242675781,9.999999e-06
35,3.601061507652048e-06,0.9994063377380371,0.12221814692020416,0.974435567855835,3.1622774e-06
36,4.15503018302843e-06,0.9991864562034607,0.12137939780950546,0.9746845960617065,3.1622774e-06
37,4.508226538746385e-06,0.9991204738616943,0.12048430740833282,0.9745185971260071,3.1622774e-06
38,4.197903308522655e-06,0.9992304444313049,0.12103232741355896,0.974850594997406,3.1622774e-06
39,5.887112820346374e-06,0.9988566637039185,0.12047061324119568,0.9751825928688049,3.1622774e-06
40,4.759764578921022e-06,0.9993623495101929,0.11937779188156128,0.9751825928688049,9.999999e-07
41,3.98984730054508e-06,0.9994283318519592,0.12034792453050613,0.9750165939331055,9.999999e-07
42,3.5725386169360718e-06,0.9993183612823486,0.12018235772848129,0.9746845960617065,9.999999e-07
43,4.085371074324939e-06,0.999252438545227,0.11990606784820557,0.974850594997406,9.999999e-07
44,3.5166210636816686e-06,0.9994503259658813,0.11994042247533798,0.9749336242675781,9.999999e-07
45,3.8110167679406004e-06,0.9994503259658813,0.1203865334391594,0.9746845960617065,9.999999e-07
46,5.283437985781347e-06,0.9990105628967285,0.11962806433439255,0.9753485918045044,3.1622773e-07
47,2.9788545816700207e-06,0.9994063377380371,0.119893878698349,0.975265622138977,3.1622773e-07
48,2.379406851105159e-06,0.9995822310447693,0.11938904970884323,0.9755145907402039,3.1622773e-07
49,3.1842039334151195e-06,0.9993403553962708,0.11997096240520477,0.9751825928688049,3.1622773e-07
50,3.2289401588059263e-06,0.9994942545890808,0.11980842798948288,0.9755145907402039,3.1622773e-07
51,3.5990924516227096e-06,0.9994283318519592,0.11945125460624695,0.9753485918045044,9.999999e-08
52,4.385232386994176e-06,0.9992744326591492,0.12040781229734421,0.9751825928688049,9.999999e-08
53,3.9740707507007755e-06,0.9991864562034607,0.11945939064025879,0.9753485918045044,9.999999e-08
54,3.742697572306497e-06,0.9992304444313049,0.11997298151254654,0.9750996232032776,9.999999e-08
55,3.7682461879740003e-06,0.9992963671684265,0.11951972544193268,0.9754316210746765,9.999999e-08
56,3.92839638152509e-06,0.9992304444313049,0.11987428367137909,0.975265622138977,5e-08
57,3.529681407599128e-06,0.9995822310447693,0.11978954076766968,0.9751825928688049,5e-08
58,4.458752300706692e-06,0.9992304444313049,0.11987076699733734,0.9753485918045044,5e-08
59,3.6280500808061333e-06,0.9992744326591492,0.11996617168188095,0.9749336242675781,5e-08
60,3.2294506127072964e-06,0.999538242816925,0.11915532499551773,0.9753485918045044,5e-08
