,loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
0,0.0015897905686870217,0.7721226811408997,0.40950971841812134,0.8749169707298279,1e-04
1,0.0005189082585275173,0.9138396978378296,0.22287487983703613,0.9296978712081909,1e-04
2,0.00031631506863050163,0.9441574215888977,0.1657000184059143,0.9479581713676453,1e-04
3,0.00022395809355657548,0.9591293931007385,0.1813010573387146,0.9441400766372681,1e-04
4,0.0001856463641161099,0.966846227645874,0.19804860651493073,0.9491201639175415,1e-04
5,0.00014147075125947595,0.9737935662269592,0.16125068068504333,0.9520252346992493,1e-04
6,0.00012740680540446192,0.9772672057151794,0.156370609998703,0.9580843448638916,1e-04
7,0.00012118474114686251,0.9804331064224243,0.1913960725069046,0.954515278339386,1e-04
8,9.645032696425915e-05,0.9837529063224792,0.14066141843795776,0.9619854092597961,1e-04
9,8.717623131815344e-05,0.9854018092155457,0.16502885520458221,0.95932936668396,1e-04
10,7.940075010992587e-05,0.9855337142944336,0.13093987107276917,0.9662184715270996,1e-04
11,7.407818338833749e-05,0.9880180358886719,0.17548294365406036,0.9587483406066895,1e-04
12,8.544095908291638e-05,0.9865230321884155,0.13992193341255188,0.9648074507713318,1e-04
13,6.392164505086839e-05,0.989051342010498,0.14778727293014526,0.9657204747200012,1e-04
14,7.653409556951374e-05,0.988325834274292,0.18260596692562103,0.9584993124008179,1e-04
15,4.74066509923432e-05,0.991337776184082,0.16648854315280914,0.9624003767967224,1e-04
16,6.184131052577868e-05,0.9895130395889282,0.18322370946407318,0.962234377861023,1e-04
17,4.841835470870137e-05,0.9919094443321228,0.17164050042629242,0.9641434550285339,1e-04
18,6.0335834859870374e-05,0.9902385473251343,0.15752051770687103,0.963064432144165,1e-04
19,4.38579882029444e-05,0.9927888512611389,0.14601248502731323,0.9648904204368591,1e-04
20,5.134600723977201e-05,0.9921072721481323,0.15506227314472198,0.9643924236297607,1e-04
21,1.951536069100257e-05,0.9962185621261597,0.13122858107089996,0.9733565449714661,3.1622774e-05
22,1.7285006833844818e-05,0.9976035952568054,0.13479626178741455,0.9716135263442993,3.1622774e-05
23,8.705574146006256e-06,0.9980872869491577,0.12258866429328918,0.9761786460876465,3.1622774e-05
24,8.718524441064801e-06,0.9982631802558899,0.14259883761405945,0.9691234827041626,3.1622774e-05
25,7.298906893993262e-06,0.9985929131507874,0.13960225880146027,0.9754316210746765,3.1622774e-05
26,7.989689947862644e-06,0.9989446997642517,0.13980811834335327,0.9738546013832092,3.1622774e-05
27,7.524397460656473e-06,0.9986149072647095,0.15947601199150085,0.9722775816917419,3.1622774e-05
28,6.044517704140162e-06,0.99857097864151,0.1430245041847229,0.9739375710487366,3.1622774e-05
29,5.102886916574789e-06,0.9989666938781738,0.14539504051208496,0.974103569984436,3.1622774e-05
30,5.3065364227222744e-06,0.9990106821060181,0.15132705867290497,0.9749336242675781,3.1622774e-05
31,7.048151928756852e-06,0.998702883720398,0.14975635707378387,0.9736055731773376,3.1622774e-05
32,6.1646956055483315e-06,0.9988787770271301,0.1398092359304428,0.9747676253318787,3.1622774e-05
33,7.55515975470189e-06,0.9987248778343201,0.13421615958213806,0.9739375710487366,3.1622774e-05
34,3.4225954550493043e-06,0.9994723796844482,0.13055941462516785,0.9750165939331055,9.999999e-06
35,3.492032192298211e-06,0.9992524981498718,0.13090239465236664,0.9755145907402039,9.999999e-06
36,3.056371724596829e-06,0.9995383024215698,0.13091400265693665,0.9765106439590454,9.999999e-06
37,4.96187658427516e-06,0.9993624091148376,0.13323327898979187,0.9767596125602722,9.999999e-06
38,1.8548150819697184e-06,0.9996482133865356,0.13098342716693878,0.976344645023346,9.999999e-06
39,2.6051288841699716e-06,0.9995602965354919,0.13323183357715607,0.9762616157531738,9.999999e-06
40,2.7270814371149754e-06,0.9996482133865356,0.12956762313842773,0.9765936136245728,9.999999e-06
41,1.56592545863532e-06,0.9997361898422241,0.1341402381658554,0.9762616157531738,9.999999e-06
42,1.8175838931711041e-06,0.9997361898422241,0.1330242156982422,0.9760956168174744,9.999999e-06
43,1.824770606617676e-06,0.9996482133865356,0.13242127001285553,0.9765106439590454,9.999999e-06
44,1.7452324527766905e-06,0.999714195728302,0.1321282833814621,0.9767596125602722,3.1622774e-06
45,2.5410092803213047e-06,0.9996262788772583,0.13163645565509796,0.9764276146888733,3.1622774e-06
